product_id,1.0,2.0,3.0,4.0,5.0
0322302129,,15.0,,,
0558925278,,,,,2.0
0623012030,,,,,51.0
0785374426,,,,25.0,25.0
0955054753,,,,5.0,
1019655046,,,,,718.0
1256312924,,,,,1.0
1304351475,28.0,,,28.0,
1403790965,,,,,48.0
1572671203,,,5.0,,
1591259800,,,,6.0,
1785243772,,,,,10.0
2145245413,,,64.0,,64.0
2154120954,,,,,13.0
2475736534,6.0,,,,
2541563981,,,,,64.0
2541879652,16.0,,,,
258965488X,,,,,7.0
3021501486,,,,,5.0
3254895630,,,,152.0,152.0
3256452302,,,,35.0,35.0
3256986684,,,,,93.0
3525145217,,,,,35.0
3562874510,,,,11083.0,11083.0
3621812687,,,,,15.0
394357055X,19.0,19.0,,19.0,19.0
4057368825,,3.0,,,
4057553908,,,3.0,,
4521000045,,,,522.0,
4521689558,,3.0,,,
4639725329,,,,,31.0
4639725515,,,,,20.0
4967318290,76.0,76.0,76.0,76.0,76.0
4967318355,,,,,464.0
5200001269,,,81.0,81.0,81.0
5203640556,,,,,4.0
526412745X,,,,,29.0
5265857451,,,,,37.0
5297000963,,,,103.0,103.0
5357955786,,,,,7.0
5652223626,519.0,519.0,,519.0,519.0
5684521304,15.0,,,,15.0
5794805218,,,,,186.0
6022600685,,84.0,84.0,84.0,84.0
6022600790,,,,36.0,36.0
6022600812,28.0,,,,28.0
6055943514,19.0,,,,19.0
6065555584,2.0,,,,
6162071103,20.0,,,,20.0
6162362140,,,,,271.0
6458785011,,,,,124.0
6520125873,,,,,16.0
654352670X,,,,,31.0
6913703236,,124.0,,,
6975986398,,,2.0,,
6978513245,,,,,8390.0
7116031650,,,,,5.0
711901871X,,,,,5.0
7178678798,,,,,82.0
7178679743,5055.0,5055.0,5055.0,5055.0,5055.0
7178680539,,,,,77.0
7178999810,,,,,5.0
7250468367,,,,,19.0
7367910922,,,213.0,,213.0
7410236922,562.0,,,562.0,562.0
7507523985,,,,,4.0
7543036517,166.0,,,166.0,166.0
7800558258,,,39.0,39.0,39.0
7806397051,89.0,89.0,,89.0,89.0
7842953392,,,11.0,,
788522323X,,,,,2.0
7899120217,,,7.0,,
8024744961,,,,,16.0
8329000710,119.0,119.0,,119.0,119.0
8430539387,,,,7.0,
8557840020,,,119.0,119.0,119.0
8694273284,,311.0,,311.0,311.0
8742238765,52.0,,,,52.0
8750255401,,2947.0,2947.0,2947.0,2947.0
8787987864,,,178.0,178.0,178.0
8805002887,,,,,14.0
8901110814,,19.0,,19.0,19.0
8968980195,,,,,4.0
9029300965,,,6.0,,
9167523668,,,,,9.0
9352410769,,,,,11.0
9410230659,105.0,,,105.0,105.0
9505646569,,,,,664.0
9510213861,,136.0,136.0,,136.0
9511181564,123.0,123.0,123.0,123.0,123.0
951311290X,,,123.0,,123.0
9515540461,,,,,4.0
9602617918,,,,4.0,
9607439872,,,,,136.0
9623541902,4.0,,,,
974236494X,24.0,,,,24.0
9743654216,,,,,60.0
974619187X,,,,,49.0
9749377397,,59.0,59.0,59.0,59.0
9788071163,,,,,9.0
9788071171,426.0,,,,
9788071198,,721.0,,,721.0
978807121X,,,,,13.0
9788071597,,,28.0,,28.0
9788071813,,,,2064.0,2064.0
9788071953,,,,,4.0
9788072208,89.0,,89.0,89.0,89.0
9788072372,,,1573.0,1573.0,
9788072488,,,1.0,,
978807250X,,,,159.0,
9788072895,,,,,6.0
9788073409,,,,3970.0,3970.0
9788073484,,,,,3.0
9788073514,,,,,8.0
9788073840,,,,,286.0
9788074359,,,,75.0,
9788074421,,80.0,,,80.0
9788074804,,,,,1.0
9788075622,1019.0,1019.0,1019.0,,1019.0
9788076025,127.0,,127.0,127.0,127.0
9788077625,,,,,1.0
9788078249,,,,,7825.0
9788078761,,,,,2.0
9788079156,,83.0,,83.0,83.0
9788079873,6.0,,,,
9788079911,,,,,5.0
9788080189,,,,,2.0
9788080634,2.0,,,,
9788080928,,,,,63.0
9788081053,,,,12.0,
9789820070,,11.0,,,11.0
9789820437,,,,,5.0
9790770154,,,,,4.0
9790770170,,,,,4.0
9790770243,,5.0,,,5.0
9790770391,,,,,12.0
9790770944,,,,,3187.0
9790770952,,,32.0,,
9790770995,,,,,3.0
9790771444,,,,,3.0
9790771762,,,,,36.0
979077267X,,,,203.0,203.0
9790772831,,,,,43.0
979077320X,,,,,13432.0
9790773412,,,,,8650.0
979077348X,,,,,2.0
9790774397,,,,,4.0
9790775261,,394.0,394.0,394.0,394.0
9790776241,,,,,21.0
9790776403,,,,3275.0,
9790777116,,,,,8310.0
9790777396,,,,,14.0
9790778015,,,221.0,,221.0
9790778619,,,,4696.0,4696.0
9790779194,,,24741.0,,24741.0
979077995X,,,54.0,,54.0
979078113X,,,,,19.0
9790781164,,,,,7.0
9790781210,,,,,4.0
9790781717,,,,10084.0,
9790781725,,,,,303.0
9790781784,,,,,73.0
9790781911,,,,5.0,
9790781946,,,,,2.0
9790782128,,,,,9.0
9790782403,,,,,51.0
9790782667,129.0,,,,129.0
9790782780,,,1.0,,
9790782985,,,,,8.0
9790783647,,,,,11.0
9790783701,,,,,256.0
979078371X,,,,59.0,59.0
9790783760,,,,,5399.0
9790783868,,,,,462.0
9790783965,,,,9.0,9.0
9790784228,,,,3.0,
9790785283,,33.0,,,
9790785410,,,,,2.0
9790786042,,,,113.0,
9790786069,,,,,1.0
9790786328,,,,,25.0
9790786859,,,,8.0,
9790786867,,,318.0,318.0,318.0
9790786875,4584.0,,,,4584.0
979078693X,139.0,,,,139.0
9790786948,,,,,23.0
9790786999,,,,,8.0
9790787464,,1.0,,,
9790787928,,,4.0,,
9790787936,,,,60.0,60.0
9790788347,,,,,314.0
9790788479,,,,,1.0
9790788886,,,,,30.0
9790788967,654.0,,,,654.0
9790789203,20088.0,,,20088.0,20088.0
9790789513,,,,,20.0
9790789696,,,,,384.0
9790790074,,,,,1.0
979079052X,,,,,127.0
9790790694,,,,,17.0
9790790961,15454.0,15454.0,15454.0,15454.0,15454.0
9790791038,,,,,110.0
9790791089,,,860.0,860.0,860.0
9790791798,,,,,9.0
9790792271,,,,,797.0
9790792328,2.0,,,,
9790792557,6.0,,,,
9790792719,,,,,6.0
9790793014,,3113.0,3113.0,3113.0,3113.0
9790793030,,16.0,16.0,16.0,16.0
9790793235,586.0,,,586.0,586.0
9790793294,,,,,4.0
9790794223,,,,,10.0
9790794347,,,1.0,,
9790794843,,,,,3.0
9790795602,,,,,9.0
979079584X,,,,,1.0
9790796447,426.0,,,,426.0
9790796544,,,,116.0,
979079665X,,,7.0,,
9790796684,,,,,6.0
9790797028,,,,,1.0
9790797850,,,,,476.0
9790798075,2948.0,2948.0,2948.0,2948.0,2948.0
9790798148,,,,,33.0
979079830X,,,,,2057.0
979079858X,,,,,25.0
9790798911,,,,3958.0,3958.0
