product_id,1.0,2.0,3.0,4.0,5.0
B000141JCS,1248.0,,1248.0,1248.0,1248.0
B0002563C2,,,,,99.0
B0002AQG6U,,,,,9.0
B0002AQRFK,,,,,2.0
B0002ASGWM,,5.0,,,5.0
B0002DGOOQ,17.0,,17.0,,17.0
B0002DHE54,,,7.0,,7.0
B0002DIPTS,,67.0,,67.0,67.0
B0002H3RYW,,,,1517.0,
B0002KWBJG,,,230.0,,230.0
B0002RJJSU,,,,,1.0
B0002SICEQ,3376.0,,3376.0,3376.0,3376.0
B0002YFQP8,,,,,16.0
B0002YHW78,,,,10.0,
B0002ZAFA8,,,,,1248.0
B0002ZIKF0,,,,,93.0
B0002ZIKGY,,,,,81.0
B0002ZS42Y,197.0,197.0,197.0,197.0,197.0
B00061MQ5U,,,,,91.0
B00061MQUK,,,,,122.0
B00061MX2G,38.0,38.0,,38.0,38.0
B000634JEY,8.0,,,,
B00063KHQI,3376.0,,,3376.0,3376.0
B00063KHZ4,,,,,109.0
B00063KI4E,379.0,379.0,,379.0,379.0
B00063MR3Y,,45.0,45.0,,45.0
B00067P80Y,1516.0,,,1516.0,1516.0
B0006G5ME2,,,,3376.0,3376.0
B0006G5NTG,195.0,195.0,195.0,195.0,195.0
B0006NLZ5K,414.0,,414.0,414.0,414.0
B00076HU0K,17.0,,17.0,,17.0
B000A6TTTW,825.0,825.0,825.0,825.0,825.0
B000A6VMI8,,,,,30.0
B000A6XGY6,9781.0,9781.0,9781.0,9781.0,9781.0
B000A6XJJ8,,,,335.0,335.0
B000A6ZL3K,9781.0,9781.0,9781.0,9781.0,9781.0
B000AY0YQQ,,,,,10.0
B000C19AZ8,1259.0,1259.0,1259.0,1259.0,1259.0
B000CQWFEQ,54.0,,,54.0,54.0
B000DZTYVS,,,,,38.0
B000E176MA,,,31.0,,31.0
B000E2254I,1294.0,,1294.0,,1294.0
B000ES4JB4,,53.0,53.0,53.0,53.0
B000ES7WJK,,,,1247.0,1247.0
B000F1YL54,,,,,2.0
B000F3FVEC,9.0,,,,
B000F8HTYW,25.0,,,,25.0
B000FMPTKY,,,157.0,,157.0
B000FUMCPQ,,,,,26.0
B000HA9O0U,,,,10.0,
B000HHJH82,7332.0,7332.0,7332.0,7332.0,7332.0
B000HHJLOW,,,,,63.0
B000HHLMT4,,,,,27.0
B000HHM2R0,6546.0,6546.0,6546.0,6546.0,6546.0
B000HHM3XI,,,,16.0,16.0
B000HHMA72,,635.0,,635.0,635.0
B000HHMD9W,381.0,,381.0,,381.0
B000HHNXJG,,,,6546.0,
B000HHOBVA,,,,,23.0
B000HHOCF0,289.0,289.0,,289.0,289.0
B000HHOESU,,,,,16.0
B000HHOFRU,369.0,369.0,369.0,369.0,369.0
B000HHQD5M,,,,635.0,
B000HHSF5I,289.0,,289.0,289.0,289.0
B000I1MAP4,638.0,638.0,638.0,638.0,638.0
B000J1CNQO,6546.0,6546.0,6546.0,6546.0,6546.0
B000K12XZO,,,,,7.0
B000MD57UI,4506.0,4506.0,4506.0,4506.0,4506.0
B000O6EDL2,7.0,,,,7.0
B000OBD7MS,149.0,149.0,149.0,149.0,149.0
B000QC42XS,,,,,64.0
B000QFQFNK,14.0,,14.0,14.0,
B000RK75X8,,,,,16.0
B000S0AW8W,,365.0,,365.0,365.0
B000S0CL86,1506.0,1506.0,1506.0,1506.0,1506.0
B000TA1LR2,,,,,48.0
B000TA8F5S,64.0,64.0,,,64.0
B000TC304C,3376.0,,,3376.0,3376.0
B000TG63YM,326.0,,326.0,326.0,326.0
B000TGA3LQ,610.0,610.0,610.0,610.0,610.0
B000UGEVDQ,690.0,690.0,690.0,690.0,690.0
B000USIPMW,256.0,256.0,256.0,256.0,256.0
B000V78TXM,561.0,,561.0,561.0,561.0
B000Y901GA,12.0,,12.0,,12.0
B00106Z2V0,,,,,4.0
B0012G1BNG,,,,9.0,9.0
B0012GK4NE,,,,44.0,44.0
B0012GR0TA,,,,,163.0
B001796B38,,,,,30.0
B00179DZ1Y,403.0,403.0,,403.0,403.0
B0018C0LS0,,,1054.0,1054.0,1054.0
B0018KOI2C,,,,,12.0
B0018KOIL8,,,,,2.0
B00192QCXC,,,,,149.0
