product_id,1.0,2.0,3.0,4.0,5.0
B00009R6ND,,,,,74.0
B0006PS3XU,231.0,231.0,231.0,231.0,231.0
B0007Q5B4C,,,,,1.0
B0009PKE0M,,,,,10.0
B000FRP7PG,,,,,10.0
B000NNG7SI,25.0,,,,25.0
B000WMQM8A,,,,686.0,686.0
B0015KBSJ6,,5.0,,,
B0026IBC3S,,,,,86.0
B0040PQC2G,,,,,1.0
B0045ZNXB4,,,,,2.0
B0053R6U18,,,,,100.0
B005D5TU3K,,,8.0,,
B0085YKI28,,,,1655.0,
B00894IBU0,,,,,15.0
B00B27HBBQ,,,,2.0,
B00FZZ3T80,,,,,2.0
B00H9BMD4E,,,,,1.0
B00J0VSR8W,,,,,1.0
B00L5R96N4,22.0,,,22.0,22.0
B00N65K6OQ,,,,,100.0
B00RYWJEMM,,,,,4.0
B00VV7LSG6,,,,4.0,
B00XYS78AA,,,,,25.0
B0142T8T0C,,,,,8.0
B016CMRLPQ,,,,,26.0
B01AT594IO,986.0,986.0,986.0,986.0,986.0
B01AVHSVM0,182.0,182.0,,182.0,182.0
B01IUTWPRI,,,,,2.0
B071KTF68R,24.0,,,,24.0
B072JPWTXL,,,,379.0,379.0
B073ZNQ88M,1.0,,,,
B075GF3VL3,2074.0,,2074.0,2074.0,2074.0
B075JD2DWW,2074.0,2074.0,2074.0,2074.0,2074.0
B078HG5QKH,,,,,12.0
B07C4VN5TS,,,,,9.0
B07D3GZNPJ,,,,,11.0
B07FCDQ3RC,14.0,,,,14.0
B07FNY71F1,,,38.0,38.0,38.0
B07GPVW958,,,,25.0,25.0
B07GSSYQ33,,,,,573.0
B07SB557K3,,,,,20.0
B07SY6TM82,1618.0,1618.0,1618.0,,1618.0
B07TXQSQW3,,,,9.0,
B07YCR4DDK,,,,,10.0
B0824TD32P,,,,26.0,
B083DD61PV,,,,,46.0
B083KGXYFN,,,,,14.0
B084V9SB91,,,,,256.0
B0873XZQ4Z,,,,,4.0
B087CRRJ66,432.0,432.0,432.0,,432.0
B087J2B3JB,,,,,115.0
B087QTXNSK,,,,,19.0
B087RTY79T,,,,,31.0
B089GMK5Z1,,,140.0,,140.0
B089K6PMTD,6746.0,,6746.0,6746.0,6746.0
B08CGYSQYL,,,,,46.0
B08DQYMVPC,,,,,34.0
B08F48P4YJ,,,,,12.0
B08HK922GR,,,,,54.0
B08SJTYVYH,,,,,29.0
B08TR7JBZ8,,,,,37.0
B08V93XTYC,,,140.0,,140.0
B08Z3C21QC,,,,,15.0
B092YQHMPS,,,,,8.0
B094QKJYRT,,,,,31.0
B099PGZCGJ,66.0,,,,
B09P325VRY,,,,,1.0
