product_id,1.0,2.0,3.0,4.0,5.0
B00005A43X,8268.0,8268.0,8268.0,8268.0,8268.0
B0002JKPB8,5095.0,5095.0,5095.0,5095.0,5095.0
B0002MQ5SC,5095.0,,,5095.0,5095.0
B0002ZPQ7K,,,,,40.0
B00061MPJC,,,,41.0,41.0
B000Q37M5M,707.0,707.0,707.0,707.0,707.0
B000RNK02S,,,,,712.0
B000U0F9GA,2953.0,2953.0,2953.0,2953.0,2953.0
B0012HEGCI,,,,,708.0
B0013KY6QA,1540.0,1540.0,1540.0,1540.0,1540.0
B0027A8OSG,,,,,8.0
B002I8U3EA,,,,,35.0
B003BQ6QXK,9024.0,9024.0,9024.0,9024.0,9024.0
B003FBI9LS,9183.0,9183.0,9183.0,9183.0,9183.0
B004MO48K8,,,,,1.0
B005967L7U,987.0,987.0,987.0,987.0,987.0
B0092MCO88,3420.0,3420.0,3420.0,3420.0,3420.0
B00A35ZIUE,,,,,2950.0
B00B76ALVO,338.0,338.0,338.0,338.0,338.0
B00BDJRVN6,,,712.0,,
B00CFCO22S,5095.0,5095.0,5095.0,5095.0,5095.0
B00CFQ22AS,2897.0,2897.0,2897.0,2897.0,2897.0
B00CFRBIC0,2897.0,2897.0,2897.0,2897.0,2897.0
B00ECV5Y9A,1395.0,1395.0,1395.0,1395.0,1395.0
B00GR4SSIY,,520.0,520.0,520.0,520.0
B00GZG4KSG,5111.0,5111.0,5111.0,5111.0,5111.0
B00K2RFAX8,3567.0,3567.0,3567.0,3567.0,3567.0
B00K2RFAYW,3567.0,3567.0,,3567.0,3567.0
B00L4NJ5R6,,,,,4.0
B00N5N5E32,5247.0,5247.0,5247.0,5247.0,5247.0
B00N5N5KZO,5248.0,5248.0,5248.0,5248.0,5248.0
B00NH1WD7M,,,,,24.0
B010CZZ1II,8268.0,8268.0,8268.0,8268.0,8268.0
B013QN3CMA,,34.0,,,34.0
B015MSRIS6,1945.0,1945.0,1945.0,1945.0,1945.0
B015QDU49C,244.0,,244.0,244.0,244.0
B017BGL7GG,,,,,4.0
B01BPKUCRE,39616.0,39616.0,39616.0,39616.0,39616.0
B01DCRESHS,142.0,142.0,142.0,142.0,142.0
B01DT0K3P4,1367.0,1367.0,1367.0,1367.0,1367.0
B01DT0K3SG,533.0,533.0,533.0,533.0,533.0
B01G7RWF70,1549.0,1549.0,1549.0,1549.0,1549.0
B01HCX3OMI,352.0,352.0,352.0,352.0,352.0
B01HGMX0LA,71.0,71.0,,,71.0
B01HZMDKHK,1053.0,,1053.0,1053.0,1053.0
B01MA5GPO8,,,,49.0,49.0
B01N2U8RGJ,1945.0,1945.0,,,1945.0
B01NBKX0P4,1945.0,,1945.0,1945.0,1945.0
B06VSQM548,,,,,19.0
B06XGX9L9F,,,8.0,8.0,8.0
B06ZZPC4CB,1557.0,1557.0,1557.0,1557.0,1557.0
B071KFX1NV,1053.0,,,1053.0,1053.0
B0751JD1KW,187.0,187.0,187.0,187.0,187.0
B077Y6VWDJ,,,,,1053.0
B0791L6QVD,,,,15.0,
B07XGMTZZF,,,533.0,,533.0
B07XHNHVPZ,,,,,1367.0
B07ZG49S6X,204.0,,,204.0,204.0
B081J8511W,,,,,23.0
B088CXMMS2,,746.0,,,746.0
B08GFTLF9R,,,,,391.0
B08KW75QDV,,36.0,,36.0,36.0
B08LZ72HLD,,746.0,,,
B08M43K8XL,746.0,,,,
B08ML6HBYJ,328.0,,,328.0,328.0
B08ML8G6SQ,,,,,328.0
B08ML9PZJ6,,,,,328.0
B08MLDFG5Q,,,,,328.0
B08MZ2YY94,,,,,3.0
B08NTLBYJ5,37.0,,,37.0,
B08SGMK7Q6,,,,,34.0
B08SJ2DNRM,,,213.0,,213.0
B0911RVGL2,,,,,74.0
B09125PNC3,,,74.0,,74.0
B09C7F8CQQ,,,,,4.0
B09HQXZBGX,,,48.0,48.0,48.0
B09HRPDMBT,,,,,60.0
B09HSNKG4P,,,,,66.0
B09HTWGHYG,212.0,,,212.0,212.0
B09HWPZNQN,,,217.0,217.0,217.0
B09HWT45HH,232.0,,,,
B09HX1X2BN,,,,,746.0
B09KDVXTTP,,,,,38.0
B09LQF14WF,,,,,746.0
B09LQHH4RS,746.0,,,,
B09SYWDZPK,77.0,,,,
B0B14TT441,,,,,10.0
B0B3R1YXFG,212.0,,,,
B0B836FJQB,,,,533.0,533.0
